!Budget: [0 0 0 0 0 0 0 0 0 0 0 0]

Travel_Cost_Matrix: [
0 2998 1855 1398 1620 2028 1801 1701 1819 1579 3533 1824
2798 0 1900 2272 3451 2857 1882 3015 1859 2122 1306 1991
1855 2100 0 1325 2431 1937 931 2132 903 1175 2540 899
1398 2472 1325 0 2214 2277 1289 1733 1316 1126 2939 1366
1620 3651 2431 2214 0 1833 2554 2082 2427 2327 4158 2504
2028 3057 1937 2277 1833 0 1883 2889 1887 2146 3483 1865
1801 2082 931 1289 2554 1883 0 2087 885 1130 2504 908
1645 3159 2076 1677 2026 2833 2031 0 2552 1795 3767 2162
1819 2059 903 1316 2427 1887 885 2608 0 1144 2490 940
1579 2322 1175 1126 2327 2146 1130 1851 1144 0 2776 1203
3341 1314 2348 2747 3966 3291 2312 3631 2298 2584 0 2339
1824 2191 899 1366 2504 1865 908 2218 940 1203 2531 0
]

Travel_Cost_Matrix_plus5: [
0 4713 2685 1872 2267 2991 2588 2412 2621 2195 5664 2629
4503 0 2910 3570 5663 4608 2878	4890 2837 3304 1855	3071
2685 3120 0 1743 3708 2830 1043	3176 994 1477 3901 987
1872 3780 1743 0 3321 3434 1679	2468 1727 1389 4610	1815
2267 5873 3708 3321 0 2645 3925	3088 3699 3523 6775	3837
2991 4818 2830 3434 2645 0 2733	4520 2742 3200 5576	2702
2588 3088 1043 1679 3925 2733 0	3095 963 1398 3837 1003
2353 5041 3117 2409 3029 4461 3037 0 3963 2619 6120	3271
2621 3047 994 1727 3699 2742 963 4022 0 1422 3813 1059
2195 3514 1477 1389 3523 3200 1398 2678	1422 0 4320	1526
5462 1864 3699 4408 6573 5374 3635 5978	3611 4118 0	3683
2629 3281 987 1815 3837 2702 1003 3330	1059 1526 3885 0
]

Travel_Cost_Matrix_plus10: [
0	4938	2813	1961	2375	3134	2712	2527	2746	2299	5933	2754
4718	0	3048	3740	5932	4828	3015	5123	2972	3462	1944	3218
2813	3268	0	1826	3884	2965	1092	3328	1042	1548	4087	1034
1961	3960	1826	0	3479	3597	1759	2585	1810	1455	4829	1902
2375	6152	3884	3479	0	2771	4112	3235	3875	3691	7097	4019
3134	5048	2965	3597	2771	0	2863	4736	2872	3353	5841	2830
2712	3235	1092	1759	4112	2863	0	3243	1009	1464	4019	1051
2465	5281	3266	2523	3174	4674	3181	0	4151	2743	6412	3427
2746	3192	1042	1810	3875	2872	1009	4213	0	1489	3994	1110
2299	3682	1548	1455	3691	3353	1464	2805	1489	0	4525	1598
5722	1953	3875	4618	6886	5630	3808	6262	3783	4314	0	3859
2754	3438	1034	1902	4019	2830	1051	3488	1110	1598	4070	0
]

Travel_Cost_Matrix_plus15: [
0	5162	2941	2050	2483	3276	2835	2642	2870	2404	6203	2880
4932	0	3187	3910	6202	5047	3152	5356	3107	3619	2032	3364
2941	3417	0	1909	4061	3099	1142	3479	1089	1618	4272	1081
2050	4140	1909	0	3637	3761	1839	2703	1892	1521	5049	1988
2483	6432	4061	3637	0	2897	4299	3382	4051	3858	7420	4202
3276	5277	3099	3761	2897	0	2993	4951	3003	3505	6107	2959
2835	3382	1142	1839	4299	2993	0	3390	1055	1531	4202	1098
2577	5521	3414	2638	3318	4886	3326	0	4340	2868	6703	3582
2870	3337	1089	1892	4051	3003	1055	4405	0	1557	4176	1160
2404	3849	1618	1521	3858	3505	1531	2933	1557	0	4731	1671
5982	2041	4051	4828	7199	5886	3981	6547	3955	4510	0	4034
2880	3594	1081	1988	4202	2959	1098	3647	1160	1671	4255	0
]


Travel_budget_4: [10806	11196	15596	11366	9935	13262	17780	9837	16585	11373	9681	14027]

Travel_budget_5: [13508	13995	19495	14207	12419	16577	22226	12297	20731	14216	12101	17534]

Travel_budget_6: [16209	16795	23394	17048	14903	19893	26671	14756	24878	17060	14521	21041]

Travel_budget_7: [19181 19874 27683 20174 17635 23540 31560 17461 29439 20187 17183 24898]


Home_Preference_None: [
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
]

Home_Preference_1: [
0 0 0 0 0 0 0 0 0 1
0 0 0 0 0 0 1 0 0 0
0 0 0 0 0 0 0 0 1 0
0 0 0 0 0 0 0 0 1 0
0 0 1 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 1
0 0 0 0 1 0 0 0 0 0
0 0 1 0 0 0 0 0 0 0
0 1 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 1 0
0 1 0 0 0 0 0 0 0 0
0 0 0 1 0 0 0 0 0 0
]

Home_Preference_2: [
0 1 0 0 0 0 0 0 0 1
0 0 0 0 0 0 1 0 1 0
0 0 0 0 0 0 0 0 1 1
0 0 1 0 0 0 0 0 1 0
0 0 1 0 1 0 0 0 0 0
0 0 0 0 0 1 0 0 0 1
0 1 0 0 1 0 0 0 0 0
0 0 1 0 0 0 1 0 0 0
0 1 0 0 0 0 0 0 0 1
0 0 0 0 0 0 0 0 1 1
0 1 1 0 0 0 0 0 0 0
0 0 0 1 0 1 0 0 0 0
]

Home_Preference_3: [
0 1 0 0 0 1 0 0 0 1
0 0 1 0 0 0 1 0 1 0
0 0 0 0 0 1 0 0 1 1
0 0 1 0 0 0 1 0 1 0
0 0 1 0 1 0 0 0 1 0
0 1 0 0 0 1 0 0 0 1
0 1 0 0 1 0 1 0 0 0
0 0 1 0 1 0 1 0 0 0
0 1 0 0 0 1 0 0 0 1
1 0 0 0 0 0 0 0 1 1
0 1 1 0 0 0 0 0 1 0
0 0 0 1 0 1 0 1 0 0
]

Home_Unavailibility_None: [
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
]

Home_Unavailibility_Half: [
1 0 0 0 1 0 1 0 1 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 1 0 1 0 1 0 0 0 1
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 1 0 1 0 1 0 0 0 1
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
1 0 1 0 0 0 1 0 1 0
]

Home_Unavailibility_Some: [
1 0 0 0 1 0 0 0 1 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 1 0 0 0 1 0 0 0 1
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 1 0 1 0 1
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 1 0 0 0 1 0 1 0
]

